file,header,year,seq_len,uncompressed_bytes,zlib_bytes,compression_ratio,bytes_per_base,bits_per_base,two_bit_bytes,ratio_vs_2bit,excess_bits_per_base,overhead_bits_hat,bits_per_base_corrected,ncbi_accession,ncbi_submission_date,ncbi_n_contigs
GCA_007860625.2_ASM786062v2_genomic.fna,"CP083383.1 Salmonella enterica subsp. enterica serovar Saintpaul strain CVM N18S0870 chromosome, complete genome ;(+4 contigs)",2021,4869761,4869761,1363837,0.28006240963365553,0.28006240963365553,2.2404992770692442,1217441,1.1202489484089988,0.24049927706924423,28085924.0,0.0,GCA_007860625.2,2021-11-15,5
GCA_007861245.2_ASM786124v2_genomic.fna,"CP082574.1 Salmonella enterica subsp. enterica serovar Senftenberg strain CVM N18S0991 chromosome, complete genome ;(+1 contigs)",2021,5048943,5048943,1413135,0.27988729522199,0.27988729522199,2.23909836177592,1262236,1.1195489591486854,0.23909836177592014,29159924.0,0.0,GCA_007861245.2,2021-09-09,2
GCA_007816835.2_ASM781683v2_genomic.fna,"CP049981.1 Salmonella enterica subsp. enterica serovar Saintpaul strain CVM N52030 chromosome, complete genome ;(+1 contigs)",2020,4985298,4985298,1396552,0.2801341063262417,0.2801341063262417,2.2410728506099336,1246325,1.12053597576876,0.24107285060993355,28775924.0,0.0,GCA_007816835.2,2020-05-01,2
GCA_007861645.2_ASM786164v2_genomic.fna,"CP082577.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N18S0981 chromosome, complete genome ;(+2 contigs)",2021,5030441,5030441,1409304,0.2801551593587918,0.2801551593587918,2.2412412748703345,1257611,1.1206199691319494,0.24124127487033453,29045924.0,0.0,GCA_007861645.2,2021-09-09,3
GCA_007861865.2_ASM786186v2_genomic.fna,"CP082558.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N18S1595 chromosome, complete genome ;(+3 contigs)",2021,5110859,5110859,1431610,0.28011142549618373,0.28011142549618373,2.24089140396947,1277715,1.1204454827563268,0.24089140396946984,29531924.0,0.0,GCA_007861865.2,2021-09-09,4
GCA_007862225.2_ASM786222v2_genomic.fna,"CP082554.1 Salmonella enterica subsp. enterica serovar Schwarzengrund strain CVM N18S1602 chromosome, complete genome ;(+3 contigs)",2021,4780686,4780686,1339275,0.28014284979184995,0.28014284979184995,2.2411427983347996,1195172,1.1205709303765483,0.24114279833479957,27551924.0,0.0,GCA_007862225.2,2021-09-09,4
GCA_007861625.2_ASM786162v2_genomic.fna,"CP082565.1 Salmonella enterica subsp. enterica serovar Kentucky strain CVM N18S1563 chromosome, complete genome ;(+3 contigs)",2021,5082489,5082489,1422172,0.27981801829772773,0.27981801829772773,2.238544146381822,1270623,1.1192714125275554,0.23854414638182186,29357924.0,0.0,GCA_007861625.2,2021-09-09,4
GCA_007862665.2_ASM786266v2_genomic.fna,"CP082570.1 Salmonella enterica subsp. enterica serovar Kentucky strain CVM N18S1260 chromosome, complete genome ;(+3 contigs)",2021,5056804,5056804,1414977,0.27981646114818765,0.27981646114818765,2.238531689185501,1264201,1.1192658445927506,0.23853168918550116,29207924.0,0.0,GCA_007862665.2,2021-09-09,4
GCA_007864305.2_ASM786430v2_genomic.fna,"CP052777.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N18S1246 chromosome, complete genome",2020,4662734,4662734,1305687,0.28002605338413045,0.28002605338413045,2.2402084270730436,1165684,1.1201037330871833,0.24020842707304357,26843924.0,0.0,GCA_007864305.2,2020-05-19,1
GCA_007862245.2_ASM786224v2_genomic.fna,"CP082540.1 Salmonella enterica subsp. enterica serovar Hadar strain CVM N18S1943 chromosome, complete genome ;(+2 contigs)",2021,4894923,4894923,1369972,0.27987610836779253,0.27987610836779253,2.2390088669423402,1223731,1.1195042047639554,0.23900886694234025,28235924.0,0.0,GCA_007862245.2,2021-09-09,3
GCA_007863785.2_ASM786378v2_genomic.fna,"CP082587.1 Salmonella enterica subsp. enterica serovar Kiambu strain CVM N18S0824 chromosome, complete genome ;(+2 contigs)",2021,4674138,4674138,1308618,0.2799699110295845,0.2799699110295845,2.239759288236676,1168535,1.1198791649372932,0.23975928823667614,26909924.0,0.0,GCA_007863785.2,2021-09-09,3
GCA_008008075.2_ASM800807v2_genomic.fna,"CP172081.1 Salmonella enterica subsp. enterica serovar Newport strain 2014K-0684 chromosome, complete genome",2025,4883718,4883718,1368102,0.28013533950977515,0.28013533950977515,2.241082716078201,1220930,1.1205408991506474,0.2410827160782012,28169924.0,0.0,GCA_008008075.2,2025-03-14,1
GCA_008025235.2_ASM802523v2_genomic.fna,"CP075042.1 Salmonella enterica subsp. enterica serovar Infantis strain CFSAN012496 chromosome, complete genome",2021,4679931,4679931,1310908,0.28011267687493685,0.28011267687493685,2.240901414999495,1169983,1.1204504680837244,0.2409014149994948,26945924.0,0.0,GCA_008025235.2,2021-06-07,1
GCA_007864785.2_ASM786478v2_genomic.fna,"CP082553.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N18S1634 chromosome, complete genome ;(+5 contigs)",2021,5045013,5045013,1413259,0.2801299025393988,0.2801299025393988,2.2410392203151903,1261254,1.1205189438447767,0.24103922031519032,29135924.0,0.0,GCA_007864785.2,2021-09-09,6
GCA_008029255.2_ASM802925v2_genomic.fna,"CP074656.1 Salmonella enterica subsp. enterica serovar Newport strain CFSAN028549 chromosome, complete genome",2021,4784507,4784507,1340325,0.28013858063119146,0.28013858063119146,2.2411086450495317,1196127,1.1205540883200529,0.24110864504953167,27575924.0,0.0,GCA_008029255.2,2021-06-07,1
GCA_007977065.2_ASM797706v2_genomic.fna,"CP052778.1 Salmonella enterica strain 19TN07GT06K-S chromosome, complete genome ;(+1 contigs)",2020,5043012,5043012,1411775,0.27994678577009136,0.27994678577009136,2.239574286160731,1260753,1.1197871430803654,0.23957428616073084,29123924.0,0.0,GCA_007977065.2,2020-05-19,2
GCA_008429005.2_ASM842900v2_genomic.fna,"CP082453.1 Salmonella enterica subsp. enterica serovar Muenster strain FSIS1607861 chromosome, complete genome ;(+2 contigs)",2021,4818624,4818624,1348797,0.2799133113519544,0.2799133113519544,2.2393064908156353,1204656,1.1196532454078176,0.23930649081563526,27779924.0,0.0,GCA_008429005.2,2021-09-09,3
GCA_008111065.2_ASM811106v2_genomic.fna,"CP070301.1 Salmonella enterica subsp. enterica serovar Infantis strain 91264 chromosome, complete genome",2021,4757543,4757543,1332516,0.2800849093744397,0.2800849093744397,2.2406792749955176,1189386,1.1203394020107853,0.24067927499551756,27413924.0,0.0,GCA_008111065.2,2021-02-25,1
GCA_008414105.2_ASM841410v2_genomic.fna,"CP082503.1 Salmonella enterica subsp. enterica serovar Heidelberg strain FSIS1606640 chromosome, complete genome ;(+3 contigs)",2021,5091238,5091238,1426244,0.2801369725791644,0.2801369725791644,2.2410957806333154,1272810,1.1205474501300272,0.24109578063331538,29411924.0,0.0,GCA_008414105.2,2021-09-09,4
GCA_008412045.2_ASM841204v2_genomic.fna,CP082515.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS1606077 chromosome ;(+2 contigs),2021,4974567,4974567,1393585,0.2801419701453413,0.2801419701453413,2.2411357611627305,1243642,1.12056765532203,0.2411357611627305,28715924.0,0.0,GCA_008412045.2,2021-09-09,3
GCA_008457375.2_ASM845737v2_genomic.fna,"CP052813.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N17S349 chromosome, complete genome ;(+1 contigs)",2020,5027318,5027318,1407762,0.2800224692370763,0.2800224692370763,2.2401797538966104,1256830,1.1200894313471192,0.2401797538966104,29027924.0,0.0,GCA_008457375.2,2020-05-19,2
GCA_008445505.2_ASM844550v2_genomic.fna,"CP123692.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FSIS11809860 chromosome, complete genome ;(+5 contigs)",2023,5269417,5269417,1475113,0.2799385586678754,0.2799385586678754,2.2395084693430034,1317355,1.119753597170087,0.2395084693430034,30479924.0,0.0,GCA_008445505.2,2023-06-14,6
GCA_008457445.2_ASM845744v2_genomic.fna,"CP082711.1 Salmonella enterica subsp. enterica serovar London strain CVM N17S347 chromosome, complete genome ;(+2 contigs)",2021,5098154,5098154,1428145,0.2801298273845788,0.2801298273845788,2.2410386190766305,1274539,1.1205188699600404,0.2410386190766305,29453924.0,0.0,GCA_008457445.2,2021-10-07,3
GCA_008457465.2_ASM845746v2_genomic.fna,"CP052807.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N17S637 chromosome, complete genome ;(+1 contigs)",2020,5041127,5041127,1411251,0.27994751967169246,0.27994751967169246,2.2395801573735397,1260282,1.1197898565559137,0.23958015737353966,29111924.0,0.0,GCA_008457465.2,2020-05-19,2
GCA_008457485.2_ASM845748v2_genomic.fna,"CP082729.1 Salmonella enterica subsp. enterica serovar Enteritidis strain CVM N17S111 chromosome, complete genome ;(+3 contigs)",2021,4835163,4835163,1351293,0.27947206743598924,0.27947206743598924,2.235776539487914,1208791,1.1178880385442975,0.23577653948791388,27875924.0,0.0,GCA_008457485.2,2021-09-09,4
GCA_008504985.2_ASM850498v2_genomic.fna,"CP052798.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N17S990 chromosome, complete genome ;(+2 contigs)",2020,5072784,5072784,1420197,0.2799640197571984,0.2799640197571984,2.2397121580575874,1268196,1.1198560790287937,0.2397121580575874,29303924.0,0.0,GCA_008504985.2,2020-05-19,3
GCA_008471305.2_ASM847130v2_genomic.fna,"CP082518.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FSIS1605910 chromosome, complete genome ;(+2 contigs)",2021,5119778,5119778,1433361,0.2799654594398429,0.2799654594398429,2.2397236755187433,1279945,1.119861400294544,0.2397236755187433,29585924.0,0.0,GCA_008471305.2,2021-09-09,3
GCA_008479505.2_ASM847950v2_genomic.fna,"CP082468.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS1607455 chromosome, complete genome ;(+4 contigs)",2021,5384009,5384009,1508348,0.28015332069467197,0.28015332069467197,2.2412265655573758,1346003,1.120612658367032,0.24122656555737576,31169924.0,0.0,GCA_008479505.2,2021-09-09,5
GCA_008474065.2_ASM847406v2_genomic.fna,"CP082506.1 Salmonella enterica subsp. enterica serovar Muenchen strain FSIS1606504 chromosome, complete genome ;(+4 contigs)",2021,4965119,4965119,1388460,0.27964284441118126,0.27964284441118126,2.23714275528945,1241280,1.1185711523588553,0.23714275528945006,28655924.0,0.0,GCA_008474065.2,2021-09-09,5
GCA_008471245.2_ASM847124v2_genomic.fna,"CP082486.1 Salmonella enterica subsp. enterica serovar Muenster strain FSIS1605743 chromosome, complete genome ;(+1 contigs)",2021,5028797,5028797,1408282,0.2800435173660818,0.2800435173660818,2.2403481389286544,1257200,1.1201734012090359,0.24034813892865436,29039924.0,0.0,GCA_008471245.2,2021-09-09,2
GCA_008505445.2_ASM850544v2_genomic.fna,"CP052819.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N17S1442 chromosome, complete genome ;(+1 contigs)",2020,5019595,5019595,1405694,0.2800413180744662,0.2800413180744662,2.2403305445957296,1254899,1.1201650491394128,0.24033054459572956,28985924.0,0.0,GCA_008505445.2,2020-05-19,2
GCA_008504465.2_ASM850446v2_genomic.fna,"CP052831.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N17S1040 chromosome, complete genome ;(+1 contigs)",2020,5033197,5033197,1409189,0.2799789080379727,0.2799789080379727,2.2398312643037817,1258300,1.1199149646348248,0.23983126430378165,29063924.0,0.0,GCA_008504465.2,2020-05-19,2
GCA_008505585.2_ASM850558v2_genomic.fna,"CP052829.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N17S1105 chromosome, complete genome ;(+1 contigs)",2020,5018194,5018194,1405663,0.2801133236379462,0.2801133236379462,2.2409065891035698,1254549,1.1204528479955744,0.24090658910356977,28973924.0,0.0,GCA_008505585.2,2020-05-19,2
GCA_008505605.2_ASM850560v2_genomic.fna,"CP082723.1 Salmonella enterica subsp. enterica serovar Berta strain CVM N17S266 chromosome, complete genome ;(+2 contigs)",2021,4911053,4911053,1375721,0.2801275001511896,0.2801275001511896,2.2410200012095167,1227764,1.1205093161226425,0.24102000120951672,28331924.0,0.0,GCA_008505605.2,2021-09-09,3
GCA_008524845.2_ASM852484v2_genomic.fna,"CP082482.1 Salmonella enterica subsp. enterica serovar Agona strain FSIS1607113 chromosome, complete genome ;(+3 contigs)",2021,5160851,5160851,1444384,0.27987322245885415,0.27987322245885415,2.2389857796708332,1290213,1.1194926729152472,0.23898577967083323,29831924.0,0.0,GCA_008524845.2,2021-09-09,4
GCA_008538935.2_ASM853893v2_genomic.fna,"CP082714.1 Salmonella enterica subsp. enterica serovar Berta strain CVM N17S334 chromosome, complete genome ;(+1 contigs)",2021,5025423,5025423,1405735,0.27972471173073393,0.27972471173073393,2.2377976938458715,1256356,1.118898624275285,0.23779769384587146,29015924.0,0.0,GCA_008538935.2,2021-09-09,2
GCA_008505865.2_ASM850586v2_genomic.fna,"CP052817.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N17S1509 chromosome, complete genome ;(+1 contigs)",2020,5034005,5034005,1409321,0.2799601907427585,0.2799601907427585,2.239681525942068,1258502,1.1198400956057282,0.23968152594206815,29069924.0,0.0,GCA_008505865.2,2020-05-29,2
GCA_008539015.2_ASM853901v2_genomic.fna,"CP052833.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N17S041 chromosome, complete genome ;(+1 contigs)",2020,5015158,5015158,1404478,0.28004661069501696,0.28004661069501696,2.2403728855601357,1253790,1.1201859960599463,0.2403728855601357,28955924.0,0.0,GCA_008539015.2,2020-05-19,2
GCA_008606925.2_ASM860692v2_genomic.fna,"CP075033.1 Salmonella enterica subsp. enterica serovar Newport strain CFSAN022622 chromosome, complete genome",2021,4781894,4781894,1338450,0.27989955444432685,0.27989955444432685,2.239196435554615,1195474,1.1195977495119092,0.23919643555461478,27557924.0,0.0,GCA_008606925.2,2021-06-07,1
GCA_008606975.2_ASM860697v2_genomic.fna,"CP075034.1 Salmonella enterica subsp. enterica serovar Newport strain CFSAN022621 chromosome, complete genome",2021,4770886,4770886,1336118,0.280056576493339,0.280056576493339,2.240452611946712,1192722,1.1202258363642157,0.24045261194671186,27491924.0,0.0,GCA_008606975.2,2021-06-07,1
GCA_008607005.2_ASM860700v2_genomic.fna,"CP075021.1 Salmonella enterica subsp. enterica serovar Dublin strain CFSAN022635 chromosome, complete genome",2021,4847006,4847006,1358034,0.2801799708933721,0.2801799708933721,2.241439767146977,1211752,1.120719421135678,0.2414397671469768,27947924.0,0.0,GCA_008607005.2,2021-06-07,1
GCA_008730735.2_ASM873073v2_genomic.fna,"CP075010.1 Salmonella enterica subsp. enterica serovar Gaminara strain CFSAN024441 chromosome, complete genome",2021,4801865,4801865,1345236,0.28014865057639066,0.28014865057639066,2.2411892046111253,1200467,1.1205939022063913,0.24118920461112525,27677924.0,0.0,GCA_008730735.2,2021-06-07,1
GCA_008757635.2_ASM875763v2_genomic.fna,"CP052785.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N19S0641 chromosome, complete genome ;(+1 contigs)",2020,5049625,5049625,1413655,0.27995247171819687,0.27995247171819687,2.239619773745575,1262407,1.1198092215901845,0.23961977374557497,29165924.0,0.0,GCA_008757635.2,2020-05-19,2
GCA_008607025.2_ASM860702v2_genomic.fna,"CP075022.1 Salmonella enterica subsp. enterica serovar Newport strain CFSAN022633 chromosome, complete genome ;(+1 contigs)",2021,4821199,4821199,1350829,0.28018528171104323,0.28018528171104323,2.241482253688346,1205300,1.1207408943831412,0.24148225368834586,27791924.0,0.0,GCA_008607025.2,2021-06-07,2
GCA_008750115.2_ASM875011v2_genomic.fna,"CP052775.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N19S0145 chromosome, complete genome",2020,4742055,4742055,1325681,0.279558334941286,0.279558334941286,2.236466679530288,1185514,1.118233103953222,0.2364666795302881,27317924.0,0.0,GCA_008750115.2,2020-05-19,1
GCA_008759235.2_ASM875923v2_genomic.fna,"CP052787.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N19S0611 chromosome, complete genome ;(+1 contigs)",2020,5049609,5049609,1413504,0.2799234554596207,0.2799234554596207,2.2393876436769657,1262403,1.1196931566227266,0.23938764367696574,29165924.0,0.0,GCA_008759235.2,2020-05-19,2
GCA_008857885.2_ASM885788v2_genomic.fna,"CP052780.1 Salmonella enterica strain CVM N19S0949 chromosome, complete genome ;(+1 contigs)",2020,4999046,4999046,1399840,0.2800214280884793,0.2800214280884793,2.2401714247078344,1249762,1.1200852642343102,0.24017142470783437,28859924.0,0.0,GCA_008857885.2,2020-05-19,2
GCA_008916265.2_ASM891626v2_genomic.fna,"CP074604.1 Salmonella enterica subsp. enterica serovar Typhimurium strain CFSAN000982 chromosome, complete genome ;(+1 contigs)",2021,4979266,4979266,1393992,0.2799593353719203,0.2799593353719203,2.2396746829753624,1244817,1.119836891687694,0.23967468297536243,28739924.0,0.0,GCA_008916265.2,2021-05-24,2
GCA_008757795.3_ASM875779v3_genomic.fna,"CP052782.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N19S0679 chromosome, complete genome ;(+1 contigs)",2020,5039927,5039927,1411040,0.27997230912273136,0.27997230912273136,2.239778472981851,1259982,1.1198890142875058,0.23977847298185084,29105924.0,0.0,GCA_008757795.3,2020-05-19,2
GCA_008759735.2_ASM875973v2_genomic.fna,"CP052789.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N19S0552 chromosome, complete genome ;(+2 contigs)",2020,5054500,5054500,1415561,0.28005955089524187,0.28005955089524187,2.240476407161935,1263625,1.1202382035809675,0.24047640716193497,29189924.0,0.0,GCA_008759735.2,2020-05-19,3
GCA_008918345.2_ASM891834v2_genomic.fna,"CP082696.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain CVM N18S0173 chromosome, complete genome",2021,5073615,5073615,1420770,0.280031102084017,0.280031102084017,2.240248816672136,1268404,1.1201241875616916,0.24024881667213593,29309924.0,0.0,GCA_008918345.2,2021-09-09,1
GCA_008761195.2_ASM876119v2_genomic.fna,"CP052792.1 Salmonella enterica subsp. enterica serovar Infantis strain CVM N19S0388 chromosome, complete genome ;(+1 contigs)",2020,5018719,5018719,1405332,0.28001806835569,0.28001806835569,2.24014454684552,1254680,1.1200720502438868,0.2401445468455199,28979924.0,0.0,GCA_008761195.2,2020-05-19,2
GCA_008918865.2_ASM891886v2_genomic.fna,"CP082588.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain CVM N18S0736 chromosome, complete genome ;(+6 contigs)",2021,4969995,4969995,1392182,0.280117384423928,0.280117384423928,2.240939075391424,1242499,1.1204693122489435,0.24093907539142378,28685924.0,0.0,GCA_008918865.2,2021-09-09,7
GCA_008917945.2_ASM891794v2_genomic.fna,"CP049312.1 Salmonella enterica subsp. enterica serovar Albany strain CVM N18S2238 chromosome, complete genome",2020,5163233,5163233,1444974,0.27985837555655535,0.27985837555655535,2.238867004452443,1290809,1.1194328518006924,0.2388670044524428,29843924.0,0.0,GCA_008917945.2,2020-05-01,1
GCA_008919525.2_ASM891952v2_genomic.fna,"CP119478.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain FSIS21925668 chromosome, complete genome ;(+2 contigs)",2023,5166798,5166798,1446084,0.27988011143458674,0.27988011143458674,2.239040891476694,1291700,1.119520012386777,0.23904089147669394,29867924.0,0.0,GCA_008919525.2,2023-03-16,3
GCA_008941045.2_ASM894104v2_genomic.fna,"CP082478.1 Salmonella enterica subsp. enterica serovar Newport strain FSIS1607290 chromosome, complete genome ;(+3 contigs)",2021,5001437,5001437,1400949,0.2801092965881606,0.2801092965881606,2.2408743727052847,1250360,1.1204365142838861,0.24087437270528467,28871924.0,0.0,GCA_008941045.2,2021-09-09,4
GCA_008918025.2_ASM891802v2_genomic.fna,"CP082571.1 Salmonella enterica subsp. enterica serovar 4,[5],12:i:- strain CVM N18S0993 chromosome, complete genome ;(+2 contigs)",2021,5146841,5146841,1441181,0.28001273013873945,0.28001273013873945,2.2401018411099156,1286711,1.1200502676980302,0.24010184110991561,29747924.0,0.0,GCA_008918025.2,2021-09-09,3
GCA_009026265.2_ASM902626v2_genomic.fna,"CP082439.1 Salmonella enterica subsp. enterica serovar Newport strain FSIS1608364 chromosome, complete genome ;(+2 contigs)",2021,5061503,5061503,1412966,0.2791593722259969,0.2791593722259969,2.2332749778079752,1265376,1.1166372682902157,0.23327497780797524,29237924.0,0.0,GCA_009026265.2,2021-09-09,3
GCA_008945185.2_ASM894518v2_genomic.fna,"CP082473.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS1607447 chromosome, complete genome ;(+1 contigs)",2021,5055910,5055910,1415800,0.28002871886564434,0.28002871886564434,2.2402297509251548,1263978,1.1201144323714496,0.24022975092515475,29201924.0,0.0,GCA_008945185.2,2021-09-09,2
GCA_008985545.2_ASM898554v2_genomic.fna,"CP082451.1 Salmonella enterica subsp. enterica serovar Montevideo strain FSIS1607862 chromosome, complete genome ;(+1 contigs)",2021,4740776,4740776,1327163,0.27994636321142363,0.27994636321142363,2.239570905691389,1185194,1.1197854528456945,0.23957090569138906,27311924.0,0.0,GCA_008985545.2,2021-09-09,2
GCA_008985305.2_ASM898530v2_genomic.fna,"CP082449.1 Salmonella enterica subsp. enterica serovar Montevideo strain FSIS1607968 chromosome, complete genome ;(+1 contigs)",2021,4823281,4823281,1350269,0.2799482344072427,0.2799482344072427,2.2395858752579416,1205821,1.1197922411369514,0.23958587525794162,27803924.0,0.0,GCA_008985305.2,2021-09-09,2
GCA_009028185.2_ASM902818v2_genomic.fna,"CP119495.1 Salmonella enterica subsp. enterica serovar Schwarzengrund strain FSIS1608447 chromosome, complete genome ;(+3 contigs)",2023,5178737,5178737,1450939,0.28017236635110065,0.28017236635110065,2.2413789308088052,1294685,1.1206888161985349,0.24137893080880524,29939924.0,0.0,GCA_009028185.2,2023-03-16,4
GCA_009035925.2_ASM903592v2_genomic.fna,"CP082436.1 Salmonella enterica subsp. enterica serovar Montevideo strain FSIS1608368 chromosome, complete genome ;(+2 contigs)",2021,4847712,4847712,1358009,0.280134009611132,0.280134009611132,2.241072076889056,1211928,1.120536038444528,0.24107207688905596,27953924.0,0.0,GCA_009035925.2,2021-09-09,3
GCA_009047335.2_ASM904733v2_genomic.fna,"CP119491.1 Salmonella enterica subsp. enterica serovar Schwarzengrund strain FSIS1609433 chromosome, complete genome ;(+3 contigs)",2023,5221098,5221098,1462538,0.280120771531199,0.280120771531199,2.240966172249592,1305275,1.1204826569113788,0.24096617224959216,30191924.0,0.0,GCA_009047335.2,2023-03-16,4
GCA_008948485.2_ASM894848v2_genomic.fna,"CP082456.1 Salmonella enterica subsp. enterica serovar Agona strain FSIS1607563 chromosome, complete genome ;(+7 contigs)",2021,5128521,5128521,1435868,0.2799770148157724,0.2799770148157724,2.2398161185261793,1282131,1.1199074041576096,0.23981611852617934,29639924.0,0.0,GCA_008948485.2,2021-09-09,8
GCA_009060905.2_ASM906090v2_genomic.fna,"CP119483.1 Salmonella enterica subsp. enterica serovar Kentucky strain FSIS1609569 chromosome, complete genome ;(+3 contigs)",2023,5071829,5071829,1418971,0.2797750081873817,0.2797750081873817,2.2382000654990537,1267958,1.1190993707993482,0.2382000654990537,29297924.0,0.0,GCA_009060905.2,2023-03-16,4
GCA_009049665.2_ASM904966v2_genomic.fna,"CP082431.1 Salmonella enterica subsp. enterica serovar Agona strain FSIS1608547 chromosome, complete genome ;(+2 contigs)",2021,4908769,4908769,1373081,0.2797200275669929,0.2797200275669929,2.237760220535943,1227193,1.118879426463482,0.23776022053594303,28319924.0,0.0,GCA_009049665.2,2021-09-09,3
GCA_009047585.2_ASM904758v2_genomic.fna,"CP082426.1 Salmonella enterica subsp. enterica serovar Derby strain FSIS1609398 chromosome, complete genome ;(+2 contigs)",2021,5298287,5298287,1483458,0.27998823015816243,0.27998823015816243,2.2399058412652995,1324572,1.1199527092524981,0.23990584126529946,30653924.0,0.0,GCA_009047585.2,2021-09-09,3
GCA_009221365.2_ASM922136v2_genomic.fna,"CP074589.1 Salmonella enterica subsp. enterica serovar Montevideo strain CFSAN001068 chromosome, complete genome ;(+1 contigs)",2021,4794618,4794618,1342227,0.27994451278496013,0.27994451278496013,2.239556102279681,1198655,1.1197775840421138,0.23955610227968105,27635924.0,0.0,GCA_009221365.2,2021-05-21,2
GCA_009092745.2_ASM909274v2_genomic.fna,"CP119487.1 Salmonella enterica subsp. enterica serovar Kentucky strain FSIS1609498 chromosome, complete genome ;(+3 contigs)",2023,5060811,5060811,1416328,0.2798618640372067,0.2798618640372067,2.2388949122976536,1265203,1.1194472349496485,0.23889491229765358,29231924.0,0.0,GCA_009092745.2,2023-03-16,4
GCA_009218325.2_ASM921832v2_genomic.fna,"CP082389.1 Salmonella enterica subsp. enterica serovar Infantis strain FSIS1700566 chromosome, complete genome ;(+1 contigs)",2021,4762608,4762608,1333581,0.2800106580260227,0.2800106580260227,2.2400852642081817,1190652,1.1200426321040908,0.24008526420818166,27443924.0,0.0,GCA_009218325.2,2021-09-09,2
GCA_009339795.2_ASM933979v2_genomic.fna,"CM138291.1 Salmonella enterica strain PNUSAS110112 chromosome, complete sequence, whole genome shotgun sequence ;(+1 contigs)",2026,4738889,4738889,1327523,0.2801338035138616,0.2801338035138616,2.2410704281108926,1184723,1.1205345046901258,0.24107042811089263,27299924.0,0.0,GCA_009339795.2,2026-01-22,2
GCA_009221265.2_ASM922126v2_genomic.fna,"CP074591.1 Salmonella enterica subsp. enterica serovar Senftenberg strain CFSAN001066 chromosome, complete genome",2021,4992178,4992178,1397420,0.27992190983574705,0.27992190983574705,2.2393752786859764,1248045,1.1196871907663586,0.2393752786859764,28817924.0,0.0,GCA_009221265.2,2021-05-24,1
GCA_009161025.2_ASM916102v2_genomic.fna,"CP082429.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS1609224 chromosome, complete genome ;(+1 contigs)",2021,5029428,5029428,1407802,0.2799129443745889,0.2799129443745889,2.2393035549967113,1257357,1.1196517774983556,0.2393035549967113,29039924.0,0.0,GCA_009161025.2,2021-09-09,2
GCA_009397805.2_ASM939780v2_genomic.fna,"CP082372.1 Salmonella enterica subsp. enterica serovar Infantis strain FSIS1703084 chromosome, complete genome ;(+1 contigs)",2021,4884953,4884953,1367727,0.2799877501380259,0.2799877501380259,2.2399020011042072,1221239,1.1199503127561437,0.23990200110420723,28175924.0,0.0,GCA_009397805.2,2021-09-09,2
GCA_009365125.2_ASM936512v2_genomic.fna,"CP082488.1 Salmonella enterica subsp. enterica serovar Agona strain FSIS1702507 chromosome, complete genome ;(+1 contigs)",2021,5057428,5057428,1415964,0.2799770950767861,0.2799770950767861,2.2398167606142887,1264357,1.1199083803071443,0.2398167606142887,29207924.0,0.0,GCA_009365125.2,2021-09-09,2
GCA_009342535.2_ASM934253v2_genomic.fna,"CP082374.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FSIS1702508 chromosome, complete genome ;(+1 contigs)",2021,4981594,4981594,1395033,0.28003747394910145,0.28003747394910145,2.2402997915928116,1245399,1.1201494460811354,0.24029979159281156,28757924.0,0.0,GCA_009342535.2,2021-09-09,2
GCA_009520275.2_ASM952027v2_genomic.fna,"CP113983.1 Salmonella enterica subsp. enterica serovar Infantis strain 152369 chromosome, complete genome ;(+1 contigs)",2022,4993562,4993562,1398205,0.28000152996998934,0.28000152996998934,2.2400122397599147,1248391,1.1200056713000974,0.2400122397599147,28829924.0,0.0,GCA_009520275.2,2022-12-15,2
