accession,year,n_bases,optimal_2bit_bytes,zlib_bytes,zlib_bytes_corrected,n_contigs,file
GCA_025369775.1,2022,5094253,1273563.25,1427553,1419312.5,2,GCA_025369775.1_ASM2536977v1_genomic.fna
GCA_025369795.1,2022,5424739,1356184.75,1518874,1510633.5,3,GCA_025369795.1_ASM2536979v1_genomic.fna
GCA_025369815.1,2022,5403898,1350974.5,1511609,1503368.5,3,GCA_025369815.1_ASM2536981v1_genomic.fna
GCA_025369835.1,2022,4812488,1203122.0,1347747,1339506.5,3,GCA_025369835.1_ASM2536983v1_genomic.fna
GCA_025369855.1,2022,5197066,1299266.5,1455489,1447248.5,5,GCA_025369855.1_ASM2536985v1_genomic.fna
GCA_025369875.1,2022,5395376,1348844.0,1510558,1502317.5,6,GCA_025369875.1_ASM2536987v1_genomic.fna
GCA_025369915.1,2022,5232529,1308132.25,1464128,1455887.5,7,GCA_025369915.1_ASM2536991v1_genomic.fna
GCA_025369975.1,2022,5165929,1291482.25,1446653,1438412.5,3,GCA_025369975.1_ASM2536997v1_genomic.fna
GCA_025398375.1,2022,5435037,1358759.25,1522576,1514335.5,12,GCA_025398375.1_ASM2539837v1_genomic.fna
GCA_025398755.1,2022,5203554,1300888.5,1453256,1445015.5,8,GCA_025398755.1_ASM2539875v1_genomic.fna
GCA_025398915.1,2022,5083529,1270882.25,1423033,1414792.5,3,GCA_025398915.1_ASM2539891v1_genomic.fna
GCA_025399035.1,2022,5524870,1381217.5,1547705,1539464.5,2,GCA_025399035.1_ASM2539903v1_genomic.fna
GCA_025399095.1,2022,5579844,1394961.0,1563041,1554800.5,2,GCA_025399095.1_ASM2539909v1_genomic.fna
GCA_025399115.1,2022,5581115,1395278.75,1562687,1554446.5,2,GCA_025399115.1_ASM2539911v1_genomic.fna
GCA_025399135.1,2022,5581012,1395253.0,1562723,1554482.5,2,GCA_025399135.1_ASM2539913v1_genomic.fna
GCA_025402935.1,2022,5458255,1364563.75,1526503,1518262.5,5,GCA_025402935.1_ASM2540293v1_genomic.fna
GCA_025426175.1,2022,5037721,1259430.25,1410189,1401948.5,2,GCA_025426175.1_ASM2542617v1_genomic.fna
GCA_025426195.1,2022,5149323,1287330.75,1440924,1432683.5,2,GCA_025426195.1_ASM2542619v1_genomic.fna
GCA_025426235.1,2022,5330758,1332689.5,1493610,1485369.5,3,GCA_025426235.1_ASM2542623v1_genomic.fna
GCA_025563435.1,2022,4652288,1163072.0,1303393,1295152.5,1,GCA_025563435.1_ASM2556343v1_genomic.fna
GCA_025563475.1,2022,4520110,1130027.5,1266893,1258652.5,1,GCA_025563475.1_ASM2556347v1_genomic.fna
GCA_025563515.1,2022,4521718,1130429.5,1267033,1258792.5,1,GCA_025563515.1_ASM2556351v1_genomic.fna
GCA_025642235.1,2022,4724630,1181157.5,1323275,1315034.5,1,GCA_025642235.1_ASM2564223v1_genomic.fna
GCA_025643135.1,2022,4667789,1166947.25,1307462,1299221.5,1,GCA_025643135.1_ASM2564313v1_genomic.fna
GCA_025643415.1,2022,4609225,1152306.25,1291133,1282892.5,1,GCA_025643415.1_ASM2564341v1_genomic.fna
GCA_025643435.1,2022,4675188,1168797.0,1309788,1301547.5,1,GCA_025643435.1_ASM2564343v1_genomic.fna
GCA_025643455.1,2022,4675188,1168797.0,1309800,1301559.5,1,GCA_025643455.1_ASM2564345v1_genomic.fna
GCA_025643475.1,2022,4526074,1131518.5,1267917,1259676.5,1,GCA_025643475.1_ASM2564347v1_genomic.fna
GCA_025676805.2,2022,4886672,1221668.0,1367641,1359400.5,3,GCA_025676805.2_ASM2567680v2_genomic.fna
GCA_025677665.1,2022,4867388,1216847.0,1363585,1355344.5,2,GCA_025677665.1_ASM2567766v1_genomic.fna
GCA_025677685.1,2022,4926051,1231512.75,1380270,1372029.5,2,GCA_025677685.1_ASM2567768v1_genomic.fna
GCA_025723205.1,2022,5260413,1315103.25,1471997,1463756.5,3,GCA_025723205.1_ASM2572320v1_genomic.fna
GCA_025757665.1,2022,4778506,1194626.5,1339333,1331092.5,1,GCA_025757665.1_ASM2575766v1_genomic.fna
GCA_025778715.2,2022,5000638,1250159.5,1401028,1392787.5,2,GCA_025778715.2_ASM2577871v2_genomic.fna
GCA_025778775.2,2022,4889823,1222455.75,1368628,1360387.5,4,GCA_025778775.2_ASM2577877v2_genomic.fna
GCA_025779175.2,2022,5173195,1293298.75,1447253,1439012.5,3,GCA_025779175.2_ASM2577917v2_genomic.fna
GCA_025779775.2,2022,5214963,1303740.75,1459048,1450807.5,4,GCA_025779775.2_ASM2577977v2_genomic.fna
GCA_025782825.1,2022,5134820,1283705.0,1432067,1423826.5,4,GCA_025782825.1_ASM2578282v1_genomic.fna
GCA_025790905.1,2022,5501627,1375406.75,1531190,1522949.5,2,GCA_025790905.1_ASM2579090v1_genomic.fna
GCA_025808215.1,2022,5271774,1317943.5,1474592,1466351.5,5,GCA_025808215.1_ASM2580821v1_genomic.fna
GCA_025809255.1,2022,5582682,1395670.5,1562796,1554555.5,2,GCA_025809255.1_ASM2580925v1_genomic.fna
GCA_025853875.1,2022,5371666,1342916.5,1500249,1492008.5,7,GCA_025853875.1_ASM2585387v1_genomic.fna
GCA_025908275.1,2022,4920222,1230055.5,1378093,1369852.5,2,GCA_025908275.1_ASM2590827v1_genomic.fna
GCA_025946525.1,2022,4926591,1231647.75,1378527,1370286.5,3,GCA_025946525.1_ASM2594652v1_genomic.fna
GCA_025946545.1,2022,4998472,1249618.0,1400027,1391786.5,5,GCA_025946545.1_ASM2594654v1_genomic.fna
GCA_025946565.1,2022,5254143,1313535.75,1471406,1463165.5,2,GCA_025946565.1_ASM2594656v1_genomic.fna
GCA_025946585.1,2022,5573675,1393418.75,1560606,1552365.5,11,GCA_025946585.1_ASM2594658v1_genomic.fna
GCA_025995195.1,2022,5630853,1407713.25,1559379,1551138.5,2,GCA_025995195.1_ASM2599519v1_genomic.fna
GCA_025995255.1,2022,5571929,1392982.25,1560606,1552365.5,3,GCA_025995255.1_ASM2599525v1_genomic.fna
GCA_025995315.1,2022,5524294,1381073.5,1547136,1538895.5,2,GCA_025995315.1_ASM2599531v1_genomic.fna
GCA_025995355.1,2022,5608759,1402189.75,1571007,1562766.5,3,GCA_025995355.1_ASM2599535v1_genomic.fna
GCA_025995415.1,2022,5526458,1381614.5,1548272,1540031.5,2,GCA_025995415.1_ASM2599541v1_genomic.fna
GCA_025995475.1,2022,5582377,1395594.25,1563009,1554768.5,3,GCA_025995475.1_ASM2599547v1_genomic.fna
GCA_025995535.1,2022,5481530,1370382.5,1534980,1526739.5,2,GCA_025995535.1_ASM2599553v1_genomic.fna
GCA_025995615.1,2022,5545203,1386300.75,1552182,1543941.5,2,GCA_025995615.1_ASM2599561v1_genomic.fna
GCA_025995675.1,2022,5731303,1432825.75,1605056,1596815.5,2,GCA_025995675.1_ASM2599567v1_genomic.fna
GCA_025995735.1,2022,5641811,1410452.75,1579319,1571078.5,3,GCA_025995735.1_ASM2599573v1_genomic.fna
GCA_025995895.1,2022,5449642,1362410.5,1526083,1517842.5,2,GCA_025995895.1_ASM2599589v1_genomic.fna
GCA_025996075.1,2022,5407703,1351925.75,1513975,1505734.5,2,GCA_025996075.1_ASM2599607v1_genomic.fna
GCA_025996315.1,2022,5627247,1406811.75,1574885,1566644.5,2,GCA_025996315.1_ASM2599631v1_genomic.fna
GCA_025996495.1,2022,5489831,1372457.75,1537624,1529383.5,2,GCA_025996495.1_ASM2599649v1_genomic.fna
GCA_025996555.1,2022,5553625,1388406.25,1554722,1546481.5,2,GCA_025996555.1_ASM2599655v1_genomic.fna
GCA_025996615.1,2022,5425603,1356400.75,1519337,1511096.5,2,GCA_025996615.1_ASM2599661v1_genomic.fna
GCA_025996675.1,2022,5479241,1369810.25,1533806,1525565.5,2,GCA_025996675.1_ASM2599667v1_genomic.fna
GCA_025996735.1,2022,5517405,1379351.25,1545087,1536846.5,2,GCA_025996735.1_ASM2599673v1_genomic.fna
GCA_025996795.1,2022,5505806,1376451.5,1537393,1529152.5,7,GCA_025996795.1_ASM2599679v1_genomic.fna
GCA_025996855.1,2022,5954496,1488624.0,1666432,1658191.5,5,GCA_025996855.1_ASM2599685v1_genomic.fna
GCA_025996915.1,2022,5221304,1305326.0,1462286,1454045.5,8,GCA_025996915.1_ASM2599691v1_genomic.fna
GCA_025996975.1,2022,5213742,1303435.5,1459657,1451416.5,5,GCA_025996975.1_ASM2599697v1_genomic.fna
GCA_025997035.1,2022,5082581,1270645.25,1422578,1414337.5,3,GCA_025997035.1_ASM2599703v1_genomic.fna
GCA_025997115.1,2022,5000008,1250002.0,1399679,1391438.5,5,GCA_025997115.1_ASM2599711v1_genomic.fna
GCA_025997175.1,2022,5008208,1252052.0,1402508,1394267.5,3,GCA_025997175.1_ASM2599717v1_genomic.fna
GCA_025997235.1,2022,5156372,1289093.0,1439877,1431636.5,8,GCA_025997235.1_ASM2599723v1_genomic.fna
GCA_025997315.1,2022,5441019,1360254.75,1520917,1512676.5,8,GCA_025997315.1_ASM2599731v1_genomic.fna
GCA_025997375.1,2022,5305488,1326372.0,1481359,1473118.5,4,GCA_025997375.1_ASM2599737v1_genomic.fna
GCA_025997435.1,2022,5050415,1262603.75,1414527,1406286.5,3,GCA_025997435.1_ASM2599743v1_genomic.fna
GCA_025997515.1,2022,5109168,1277292.0,1430121,1421880.5,4,GCA_025997515.1_ASM2599751v1_genomic.fna
GCA_025997575.1,2022,5111747,1277936.75,1432508,1424267.5,4,GCA_025997575.1_ASM2599757v1_genomic.fna
GCA_025997635.1,2022,5386122,1346530.5,1507684,1499443.5,7,GCA_025997635.1_ASM2599763v1_genomic.fna
GCA_025997775.1,2022,5089583,1272395.75,1424071,1415830.5,9,GCA_025997775.1_ASM2599777v1_genomic.fna
GCA_025999515.1,2022,4943131,1235782.75,1385255,1377014.5,3,GCA_025999515.1_ASM2599951v1_genomic.fna
GCA_025999655.1,2022,4942769,1235692.25,1379892,1371651.5,4,GCA_025999655.1_ASM2599965v1_genomic.fna
GCA_026001065.1,2022,5021947,1255486.75,1407181,1398940.5,5,GCA_026001065.1_ASM2600106v1_genomic.fna
GCA_026001125.1,2022,5457093,1364273.25,1527534,1519293.5,6,GCA_026001125.1_ASM2600112v1_genomic.fna
GCA_026001205.1,2022,5455951,1363987.75,1527422,1519181.5,4,GCA_026001205.1_ASM2600120v1_genomic.fna
GCA_026001345.1,2022,5268214,1317053.5,1472466,1464225.5,3,GCA_026001345.1_ASM2600134v1_genomic.fna
GCA_026001405.1,2022,5313872,1328468.0,1485993,1477752.5,4,GCA_026001405.1_ASM2600140v1_genomic.fna
GCA_026001465.1,2022,5242630,1310657.5,1466126,1457885.5,3,GCA_026001465.1_ASM2600146v1_genomic.fna
GCA_026001525.1,2022,5428456,1357114.0,1517266,1509025.5,3,GCA_026001525.1_ASM2600152v1_genomic.fna
GCA_026001605.1,2022,5420396,1355099.0,1515372,1507131.5,5,GCA_026001605.1_ASM2600160v1_genomic.fna
GCA_026001685.1,2022,5306350,1326587.5,1482631,1474390.5,2,GCA_026001685.1_ASM2600168v1_genomic.fna
GCA_026001745.1,2022,5382570,1345642.5,1504401,1496160.5,2,GCA_026001745.1_ASM2600174v1_genomic.fna
GCA_026016605.1,2022,5288679,1322169.75,1480985,1472744.5,5,GCA_026016605.1_ASM2601660v1_genomic.fna
GCA_026016785.1,2022,4742335,1185583.75,1326285,1318044.5,1,GCA_026016785.1_ASM2601678v1_genomic.fna
GCA_026068995.2,2022,5013465,1253366.25,1404775,1396534.5,3,GCA_026068995.2_ASM2606899v2_genomic.fna
GCA_026074175.1,2022,5436937,1359234.25,1507131,1498890.5,5,GCA_026074175.1_ASM2607417v1_genomic.fna
GCA_026074235.1,2022,5131270,1282817.5,1436231,1427990.5,3,GCA_026074235.1_ASM2607423v1_genomic.fna
GCA_026210495.1,2022,4765107,1191276.75,1333361,1325120.5,2,GCA_026210495.1_ASM2621049v1_genomic.fna
GCA_026210515.1,2022,4764272,1191068.0,1333231,1324990.5,2,GCA_026210515.1_ASM2621051v1_genomic.fna
GCA_026210655.1,2022,4655917,1163979.25,1304404,1296163.5,1,GCA_026210655.1_ASM2621065v1_genomic.fna
GCA_026210675.1,2022,4646291,1161572.75,1301364,1293123.5,1,GCA_026210675.1_ASM2621067v1_genomic.fna
GCA_026210695.1,2022,4641811,1160452.75,1300228,1291987.5,1,GCA_026210695.1_ASM2621069v1_genomic.fna
GCA_026210715.1,2022,4635891,1158972.75,1298829,1290588.5,1,GCA_026210715.1_ASM2621071v1_genomic.fna
GCA_026218195.2,2022,5023819,1255954.75,1406162,1397921.5,1,GCA_026218195.2_ASM2621819v2_genomic.fna
GCA_026240775.1,2022,4628816,1157204.0,1296169,1287928.5,3,GCA_026240775.1_ASM2624077v1_genomic.fna
GCA_026247825.1,2022,4992784,1248196.0,1398665,1390424.5,5,GCA_026247825.1_ASM2624782v1_genomic.fna
GCA_026247845.1,2022,5022698,1255674.5,1406275,1398034.5,4,GCA_026247845.1_ASM2624784v1_genomic.fna
GCA_026247865.1,2022,4985564,1246391.0,1396733,1388492.5,4,GCA_026247865.1_ASM2624786v1_genomic.fna
GCA_026248845.1,2022,5206984,1301746.0,1457264,1449023.5,8,GCA_026248845.1_ASM2624884v1_genomic.fna
GCA_026248865.1,2022,5183954,1295988.5,1450280,1442039.5,3,GCA_026248865.1_ASM2624886v1_genomic.fna
GCA_026248885.1,2022,4939191,1234797.75,1381369,1373128.5,5,GCA_026248885.1_ASM2624888v1_genomic.fna
GCA_026427755.1,2022,4922273,1230568.25,1373748,1365507.5,6,GCA_026427755.1_ASM2642775v1_genomic.fna
GCA_026506315.1,2022,5237454,1309363.5,1467688,1459447.5,5,GCA_026506315.1_ASM2650631v1_genomic.fna
GCA_026506335.1,2022,5334920,1333730.0,1494625,1486384.5,3,GCA_026506335.1_ASM2650633v1_genomic.fna
GCA_026506355.1,2022,5376378,1344094.5,1505931,1497690.5,2,GCA_026506355.1_ASM2650635v1_genomic.fna
GCA_026506375.1,2022,4924737,1231184.25,1378104,1369863.5,3,GCA_026506375.1_ASM2650637v1_genomic.fna
GCA_026506395.1,2022,4830326,1207581.5,1353929,1345688.5,2,GCA_026506395.1_ASM2650639v1_genomic.fna
GCA_026506415.1,2022,5310198,1327549.5,1486323,1478082.5,3,GCA_026506415.1_ASM2650641v1_genomic.fna
GCA_026651085.1,2022,5289801,1322450.25,1479984,1471743.5,8,GCA_026651085.1_ASM2665108v1_genomic.fna
GCA_026651105.1,2022,5363149,1340787.25,1501316,1493075.5,4,GCA_026651105.1_ASM2665110v1_genomic.fna
GCA_026651145.1,2022,5248807,1312201.75,1465009,1456768.5,4,GCA_026651145.1_ASM2665114v1_genomic.fna
GCA_026651165.1,2022,5333286,1333321.5,1495089,1486848.5,2,GCA_026651165.1_ASM2665116v1_genomic.fna
GCA_026651185.1,2022,5100549,1275137.25,1427435,1419194.5,5,GCA_026651185.1_ASM2665118v1_genomic.fna
GCA_026651205.1,2022,5391862,1347965.5,1506918,1498677.5,4,GCA_026651205.1_ASM2665120v1_genomic.fna
GCA_026651225.1,2022,5040973,1260243.25,1410563,1402322.5,4,GCA_026651225.1_ASM2665122v1_genomic.fna
GCA_026651245.1,2022,5321280,1330320.0,1489380,1481139.5,5,GCA_026651245.1_ASM2665124v1_genomic.fna
GCA_026651265.1,2022,5368107,1342026.75,1502653,1494412.5,2,GCA_026651265.1_ASM2665126v1_genomic.fna
GCA_026651285.1,2022,5003919,1250979.75,1399618,1391377.5,2,GCA_026651285.1_ASM2665128v1_genomic.fna
GCA_026689335.1,2022,5365489,1341372.25,1501835,1493594.5,2,GCA_026689335.1_ASM2668933v1_genomic.fna
GCA_026689355.1,2022,5519241,1379810.25,1544259,1536018.5,7,GCA_026689355.1_ASM2668935v1_genomic.fna
GCA_026723745.1,2022,5167586,1291896.5,1445678,1437437.5,1,GCA_026723745.1_ASM2672374v1_genomic.fna
GCA_026967655.1,2022,5755061,1438765.25,1611887,1603646.5,4,GCA_026967655.1_ASM2696765v1_genomic.fna
GCA_026968085.1,2022,5044943,1261235.75,1413341,1405100.5,4,GCA_026968085.1_ASM2696808v1_genomic.fna
GCA_026968105.1,2022,5144037,1286009.25,1441421,1433180.5,3,GCA_026968105.1_ASM2696810v1_genomic.fna
GCA_027286085.1,2022,4934485,1233621.25,1382392,1374151.5,3,GCA_027286085.1_ASM2728608v1_genomic.fna
GCA_027474425.1,2022,4582875,1145718.75,1283756,1275515.5,1,GCA_027474425.1_ASM2747442v1_genomic.fna
GCA_027474445.1,2022,4578076,1144519.0,1282862,1274621.5,1,GCA_027474445.1_ASM2747444v1_genomic.fna
GCA_027474485.1,2022,4581415,1145353.75,1283361,1275120.5,1,GCA_027474485.1_ASM2747448v1_genomic.fna
GCA_027943565.1,2022,5231583,1307895.75,1448098,1439857.5,4,GCA_027943565.1_ASM2794356v1_genomic.fna
GCA_045277085.1,2022,5234697,1308674.25,1465407,1457166.5,3,GCA_045277085.1_ASM4527708v1_genomic.fna
GCA_902705295.2,2022,5195401,1298850.25,1452161,1443920.5,2,GCA_902705295.2_Combinated_assembly_ONT-Illumina_-_2022_update_genomic.fna
GCA_905218875.2,2022,5152740,1288185.0,1442664,1434423.5,3,GCA_905218875.2_AI2598v1_cp_genomic.fna
GCA_905219285.2,2022,5149210,1287302.5,1442574,1434333.5,6,GCA_905219285.2_AI2715v1_cp_genomic.fna
GCA_905219315.2,2022,5376069,1344017.25,1504294,1496053.5,6,GCA_905219315.2_AI2721v1_cp_genomic.fna
GCA_905231995.2,2022,5166274,1291568.5,1447270,1439029.5,5,GCA_905231995.2_AI2703v1_cp_genomic.fna
GCA_905329835.2,2022,4936725,1234181.25,1382899,1374658.5,3,GCA_905329835.2_AI2821v1_cpp_genomic.fna
GCA_905330065.2,2022,5609439,1402359.75,1571047,1562806.5,8,GCA_905330065.2_AI2834v1_cpp_genomic.fna
GCA_905330145.2,2022,4853197,1213299.25,1357606,1349365.5,3,GCA_905330145.2_AI2843v1_cpp_genomic.fna
GCA_905330215.2,2022,5202740,1300685.0,1452688,1444447.5,8,GCA_905330215.2_AI2852v1_cpp_genomic.fna
GCA_905330245.2,2022,5202890,1300722.5,1449969,1441728.5,8,GCA_905330245.2_AI2853v1_cpp_genomic.fna
GCA_905330275.2,2022,5280851,1320212.75,1479025,1470784.5,9,GCA_905330275.2_AI2858v1_cpp_genomic.fna
GCA_905330295.2,2022,5022800,1255700.0,1405554,1397313.5,5,GCA_905330295.2_AI2860v1_cpp_genomic.fna
GCA_905330545.2,2022,4963315,1240828.75,1391213,1382972.5,4,GCA_905330545.2_AI2890v1_cpp_genomic.fna
GCA_905330875.2,2022,5347834,1336958.5,1497277,1489036.5,3,GCA_905330875.2_AI2949v1_cpp_genomic.fna
GCA_905330895.2,2022,5350711,1337677.75,1497604,1489363.5,7,GCA_905330895.2_AI2951v1_cpp_genomic.fna
GCA_905330955.2,2022,5684770,1421192.5,1590531,1582290.5,10,GCA_905330955.2_AI2959v1_cpp_genomic.fna
GCA_905331185.2,2022,5225963,1306490.75,1460403,1452162.5,7,GCA_905331185.2_AI2981v1_cpp_genomic.fna
GCA_905332395.2,2022,5020461,1255115.25,1404852,1396611.5,5,GCA_905332395.2_AI2894v1_cpp_genomic.fna
GCA_947000415.1,2022,5060619,1265154.75,1417238,1408997.5,3,GCA_947000415.1_ECAZ01_genomic.fna
GCF_018071945.1,2022,5013378,1253344.5,1404769,1396528.5,10,GCF_018071945.1_ASM1807194v2_genomic.fna
GCF_018499805.2,2022,5014976,1253744.0,1403686,1395445.5,2,GCF_018499805.2_ASM1849980v2_genomic.fna
GCF_018499845.2,2022,5115387,1278846.75,1430357,1422116.5,3,GCF_018499845.2_ASM1849984v2_genomic.fna
GCF_021378315.1,2022,5173402,1293350.5,1445828,1437587.5,3,GCF_021378315.1_ASM2137831v1_genomic.fna
GCF_021390295.2,2022,5076453,1269113.25,1422406,1414165.5,2,GCF_021390295.2_ASM2139029v2_genomic.fna
GCF_021397775.1,2022,5394887,1348721.75,1509966,1501725.5,4,GCF_021397775.1_ASM2139777v1_genomic.fna
GCF_021397815.1,2022,5228240,1307060.0,1463116,1454875.5,3,GCF_021397815.1_ASM2139781v1_genomic.fna
GCF_021397895.1,2022,5165845,1291461.25,1438693,1430452.5,4,GCF_021397895.1_ASM2139789v1_genomic.fna
GCF_021397945.1,2022,5385868,1346467.0,1508141,1499900.5,7,GCF_021397945.1_ASM2139794v1_genomic.fna
GCF_021398035.1,2022,5345537,1336384.25,1495783,1487542.5,3,GCF_021398035.1_ASM2139803v1_genomic.fna
GCF_021398075.1,2022,5211654,1302913.5,1459779,1451538.5,2,GCF_021398075.1_ASM2139807v1_genomic.fna
GCF_021398095.1,2022,4958718,1239679.5,1388803,1380562.5,4,GCF_021398095.1_ASM2139809v1_genomic.fna
GCF_021398175.1,2022,4860893,1215223.25,1362649,1354408.5,4,GCF_021398175.1_ASM2139817v1_genomic.fna
GCF_021398195.1,2022,4768147,1192036.75,1334650,1326409.5,2,GCF_021398195.1_ASM2139819v1_genomic.fna
GCF_021398465.1,2022,4858260,1214565.0,1360213,1351972.5,1,GCF_021398465.1_ASM2139846v1_genomic.fna
GCF_021398485.1,2022,5124020,1281005.0,1435654,1427413.5,1,GCF_021398485.1_ASM2139848v1_genomic.fna
GCF_021398935.1,2022,4772884,1193221.0,1337210,1328969.5,1,GCF_021398935.1_ASM2139893v1_genomic.fna
GCF_021398955.1,2022,5015239,1253809.75,1405904,1397663.5,1,GCF_021398955.1_ASM2139895v1_genomic.fna
GCF_021398975.1,2022,4903963,1225990.75,1374370,1366129.5,1,GCF_021398975.1_ASM2139897v1_genomic.fna
GCF_021398995.1,2022,5024072,1256018.0,1407410,1399169.5,1,GCF_021398995.1_ASM2139899v1_genomic.fna
GCF_021399015.1,2022,5139616,1284904.0,1440676,1432435.5,1,GCF_021399015.1_ASM2139901v1_genomic.fna
GCF_021441965.1,2022,4893538,1223384.5,1364630,1356389.5,8,GCF_021441965.1_ASM2144196v1_genomic.fna
GCF_021441985.1,2022,5152502,1288125.5,1440462,1432221.5,6,GCF_021441985.1_ASM2144198v1_genomic.fna
GCF_021484785.1,2022,4932304,1233076.0,1382758,1374517.5,3,GCF_021484785.1_ASM2148478v1_genomic.fna
GCF_021496405.1,2022,5128168,1282042.0,1436398,1428157.5,2,GCF_021496405.1_ASM2149640v1_genomic.fna
GCF_021496425.1,2022,5172258,1293064.5,1448048,1439807.5,2,GCF_021496425.1_ASM2149642v1_genomic.fna
GCF_021496445.1,2022,5169618,1292404.5,1447157,1438916.5,3,GCF_021496445.1_ASM2149644v1_genomic.fna
GCF_021498025.2,2022,4921713,1230428.25,1378044,1369803.5,4,GCF_021498025.2_ASM2149802v2_genomic.fna
GCF_021498045.1,2022,5386204,1346551.0,1509140,1500899.5,4,GCF_021498045.1_ASM2149804v1_genomic.fna
GCF_021498145.1,2022,5323759,1330939.75,1491193,1482952.5,5,GCF_021498145.1_ASM2149814v1_genomic.fna
GCF_021498165.2,2022,4846662,1211665.5,1357491,1349250.5,3,GCF_021498165.2_ASM2149816v2_genomic.fna
GCF_021513335.1,2022,4606124,1151531.0,1290708,1282467.5,2,GCF_021513335.1_ASM2151333v1_genomic.fna
GCF_021534845.1,2022,5234480,1308620.0,1467778,1459537.5,2,GCF_021534845.1_ASM2153484v1_genomic.fna
GCF_021534885.1,2022,5234513,1308628.25,1467775,1459534.5,2,GCF_021534885.1_ASM2153488v1_genomic.fna
GCF_021534905.1,2022,5234516,1308629.0,1467791,1459550.5,2,GCF_021534905.1_ASM2153490v1_genomic.fna
GCF_021534925.1,2022,4953042,1238260.5,1386522,1378281.5,2,GCF_021534925.1_ASM2153492v1_genomic.fna
GCF_021534945.1,2022,5328896,1332224.0,1491273,1483032.5,4,GCF_021534945.1_ASM2153494v1_genomic.fna
GCF_021534985.1,2022,5113749,1278437.25,1433239,1424998.5,2,GCF_021534985.1_ASM2153498v1_genomic.fna
GCF_021535005.1,2022,5238876,1309719.0,1467529,1459288.5,3,GCF_021535005.1_ASM2153500v1_genomic.fna
GCF_021535025.1,2022,5292360,1323090.0,1482817,1474576.5,3,GCF_021535025.1_ASM2153502v1_genomic.fna
GCF_021554655.1,2022,4630639,1157659.75,1297544,1289303.5,1,GCF_021554655.1_ASM2155465v1_genomic.fna
GCF_021559815.1,2022,5132860,1283215.0,1438246,1430005.5,2,GCF_021559815.1_ASM2155981v1_genomic.fna
GCF_021559835.1,2022,5064093,1266023.25,1418612,1410371.5,3,GCF_021559835.1_ASM2155983v1_genomic.fna
GCF_021559855.1,2022,5236926,1309231.5,1465232,1456991.5,1,GCF_021559855.1_ASM2155985v1_genomic.fna
GCF_021559875.1,2022,5198882,1299720.5,1455236,1446995.5,3,GCF_021559875.1_ASM2155987v1_genomic.fna
GCF_021869725.1,2022,5116984,1279246.0,1434222,1425981.5,6,GCF_021869725.1_ASM2186972v1_genomic.fna
GCF_022014695.1,2022,4918847,1229711.75,1378091,1369850.5,4,GCF_022014695.1_ASM2201469v1_genomic.fna
GCF_022023755.1,2022,5430886,1357721.5,1518367,1510126.5,3,GCF_022023755.1_ASM2202375v1_genomic.fna
GCF_022023775.1,2022,4693443,1173360.75,1314984,1306743.5,1,GCF_022023775.1_ASM2202377v1_genomic.fna
GCF_022058205.1,2022,4695496,1173874.0,1315290,1307049.5,3,GCF_022058205.1_ASM2205820v1_genomic.fna
GCF_022058225.1,2022,4710641,1177660.25,1318341,1310100.5,3,GCF_022058225.1_ASM2205822v1_genomic.fna
GCF_022117635.1,2022,5365985,1341496.25,1494368,1486127.5,4,GCF_022117635.1_ASM2211763v1_genomic.fna
GCF_022117655.1,2022,5529767,1382441.75,1549112,1540871.5,5,GCF_022117655.1_ASM2211765v1_genomic.fna
GCF_022220385.1,2022,4248805,1062201.25,1190378,1182137.5,1,GCF_022220385.1_ASM2222038v1_genomic.fna
GCF_022220885.1,2022,5000591,1250147.75,1400966,1392725.5,2,GCF_022220885.1_ASM2222088v1_genomic.fna
GCF_022221385.1,2022,4586346,1146586.5,1285096,1276855.5,1,GCF_022221385.1_ASM2222138v1_genomic.fna
GCF_022349925.1,2022,5042998,1260749.5,1410887,1402646.5,6,GCF_022349925.1_ASM2234992v1_genomic.fna
GCF_022353625.1,2022,5176099,1294024.75,1446824,1438583.5,2,GCF_022353625.1_ASM2235362v1_genomic.fna
GCF_022353905.1,2022,5092773,1273193.25,1424581,1416340.5,3,GCF_022353905.1_ASM2235390v1_genomic.fna
GCF_022353925.1,2022,5159997,1289999.25,1445151,1436910.5,2,GCF_022353925.1_ASM2235392v1_genomic.fna
GCF_022354045.1,2022,5166879,1291719.75,1446407,1438166.5,4,GCF_022354045.1_ASM2235404v1_genomic.fna
GCF_022368815.1,2022,5013188,1253297.0,1395964,1387723.5,5,GCF_022368815.1_ASM2236881v1_genomic.fna
GCF_022368895.1,2022,5480964,1370241.0,1530945,1522704.5,5,GCF_022368895.1_ASM2236889v1_genomic.fna
GCF_022369015.1,2022,4893369,1223342.25,1362441,1354200.5,6,GCF_022369015.1_ASM2236901v1_genomic.fna
GCF_022369175.1,2022,4883586,1220896.5,1362850,1354609.5,4,GCF_022369175.1_ASM2236917v1_genomic.fna
GCF_022370515.1,2022,5025101,1256275.25,1407895,1399654.5,3,GCF_022370515.1_ASM2237051v1_genomic.fna
GCF_022385195.1,2022,4765513,1191378.25,1328748,1320507.5,3,GCF_022385195.1_ASM2238519v1_genomic.fna
GCF_022385215.1,2022,4713387,1178346.75,1314495,1306254.5,2,GCF_022385215.1_ASM2238521v1_genomic.fna
