accession,year,n_bases,optimal_2bit_bytes,zlib_bytes,zlib_bytes_corrected,n_contigs,file
GCF_002507715.2,2021,4806207,1201551.75,1344317,1336076.5,1,GCF_002507715.2_ASM250771v2_genomic.fna
GCF_002507745.2,2021,4660570,1165142.5,1305484,1297243.5,1,GCF_002507745.2_ASM250774v2_genomic.fna
GCF_002507865.2,2021,4484627,1121156.75,1256311,1248070.5,1,GCF_002507865.2_ASM250786v2_genomic.fna
GCF_002507875.2,2021,4753965,1188491.25,1331430,1323189.5,1,GCF_002507875.2_ASM250787v2_genomic.fna
GCF_002507915.2,2021,4902428,1225607.0,1371843,1363602.5,2,GCF_002507915.2_ASM250791v2_genomic.fna
GCF_003030285.2,2021,4952208,1238052.0,1386396,1378155.5,2,GCF_003030285.2_ASM303028v2_genomic.fna
GCF_003064165.2,2021,5186229,1296557.25,1452345,1444104.5,2,GCF_003064165.2_ASM306416v2_genomic.fna
GCF_003064365.2,2021,4896516,1224129.0,1370559,1362318.5,1,GCF_003064365.2_ASM306436v2_genomic.fna
GCF_003064405.2,2021,5233451,1308362.75,1463400,1455159.5,3,GCF_003064405.2_ASM306440v2_genomic.fna
GCF_003067445.2,2021,4914097,1228524.25,1376895,1368654.5,2,GCF_003067445.2_ASM306744v2_genomic.fna
GCF_003067765.2,2021,4924024,1231006.0,1379528,1371287.5,3,GCF_003067765.2_ASM306776v2_genomic.fna
GCF_003067925.2,2021,5037636,1259409.0,1410456,1402215.5,3,GCF_003067925.2_ASM306792v2_genomic.fna
GCF_003067985.2,2021,4752462,1188115.5,1331720,1323479.5,2,GCF_003067985.2_ASM306798v2_genomic.fna
GCF_003068025.2,2021,4987279,1246819.75,1396463,1388222.5,4,GCF_003068025.2_ASM306802v2_genomic.fna
GCF_003068145.2,2021,5212792,1303198.0,1459029,1450788.5,1,GCF_003068145.2_ASM306814v2_genomic.fna
GCF_003581245.2,2021,4893756,1223439.0,1371142,1362901.5,1,GCF_003581245.2_ASM358124v2_genomic.fna
GCF_003869075.1,2021,4588964,1147241.0,1285300,1277059.5,1,GCF_003869075.1_ASM386907v2_genomic.fna
GCF_003871895.1,2021,4981085,1245271.25,1394469,1386228.5,2,GCF_003871895.1_ASM387189v2_genomic.fna
GCF_003872215.1,2021,5183854,1295963.5,1451232,1442991.5,2,GCF_003872215.1_ASM387221v2_genomic.fna
GCF_003872395.1,2021,4680419,1170104.75,1310587,1302346.5,1,GCF_003872395.1_ASM387239v2_genomic.fna
GCF_003872475.1,2021,4584738,1146184.5,1283666,1275425.5,1,GCF_003872475.1_ASM387247v2_genomic.fna
GCF_003872565.1,2021,5011683,1252920.75,1402496,1394255.5,2,GCF_003872565.1_ASM387256v2_genomic.fna
GCF_003872625.1,2021,4991210,1247802.5,1390057,1381816.5,1,GCF_003872625.1_ASM387262v2_genomic.fna
GCF_003873385.1,2021,4957269,1239317.25,1388361,1380120.5,2,GCF_003873385.1_ASM387338v2_genomic.fna
GCF_003878535.1,2021,4908123,1227030.75,1375186,1366945.5,2,GCF_003878535.1_ASM387853v2_genomic.fna
GCF_004222645.1,2021,4880972,1220243.0,1366296,1358055.5,2,GCF_004222645.1_ASM422264v2_genomic.fna
GCF_004222725.1,2021,4631870,1157967.5,1297868,1289627.5,1,GCF_004222725.1_ASM422272v2_genomic.fna
GCF_004223785.1,2021,5159176,1289794.0,1444314,1436073.5,3,GCF_004223785.1_ASM422378v2_genomic.fna
GCF_005411755.1,2021,5070245,1267561.25,1420465,1412224.5,1,GCF_005411755.1_ASM541175v2_genomic.fna
GCF_005532075.1,2021,4709267,1177316.75,1318417,1310176.5,1,GCF_005532075.1_ASM553207v2_genomic.fna
GCF_005532895.1,2021,5113066,1278266.5,1432134,1423893.5,2,GCF_005532895.1_ASM553289v2_genomic.fna
GCF_005532935.1,2021,5202476,1300619.0,1456407,1448166.5,3,GCF_005532935.1_ASM553293v2_genomic.fna
GCF_005534535.1,2021,4943564,1235891.0,1385015,1376774.5,1,GCF_005534535.1_ASM553453v2_genomic.fna
GCF_005606435.1,2021,5215467,1303866.75,1460288,1452047.5,3,GCF_005606435.1_ASM560643v2_genomic.fna
GCF_005606535.1,2021,5061743,1265435.75,1417790,1409549.5,1,GCF_005606535.1_ASM560653v2_genomic.fna
GCF_005608035.1,2021,4747185,1186796.25,1329376,1321135.5,1,GCF_005608035.1_ASM560803v2_genomic.fna
GCF_005676255.1,2021,4516455,1129113.75,1265199,1256958.5,1,GCF_005676255.1_ASM567625v2_genomic.fna
GCF_005899025.1,2021,4793314,1198328.5,1335000,1326759.5,1,GCF_005899025.1_ASM589902v2_genomic.fna
GCF_005899965.1,2021,5095461,1273865.25,1426173,1417932.5,2,GCF_005899965.1_ASM589996v2_genomic.fna
GCF_005900065.1,2021,5106982,1276745.5,1428741,1420500.5,2,GCF_005900065.1_ASM590006v2_genomic.fna
GCF_005935865.1,2021,4871995,1217998.75,1364144,1355903.5,2,GCF_005935865.1_ASM593586v2_genomic.fna
GCF_005936085.1,2021,4664770,1166192.5,1306521,1298280.5,1,GCF_005936085.1_ASM593608v2_genomic.fna
GCF_005946705.1,2021,4884048,1221012.0,1367796,1359555.5,1,GCF_005946705.1_ASM594670v2_genomic.fna
GCF_005978645.1,2021,4593157,1148289.25,1286828,1278587.5,1,GCF_005978645.1_ASM597864v2_genomic.fna
GCF_005991765.1,2021,4997605,1249401.25,1400137,1391896.5,1,GCF_005991765.1_ASM599176v2_genomic.fna
GCF_005996305.1,2021,4824470,1206117.5,1351062,1342821.5,2,GCF_005996305.1_ASM599630v2_genomic.fna
GCF_005996325.1,2021,4780872,1195218.0,1339371,1331130.5,2,GCF_005996325.1_ASM599632v2_genomic.fna
GCF_005996465.1,2021,4765133,1191283.25,1334401,1326160.5,2,GCF_005996465.1_ASM599646v2_genomic.fna
GCF_005996525.1,2021,4848895,1212223.75,1357712,1349471.5,2,GCF_005996525.1_ASM599652v2_genomic.fna
GCF_006016765.1,2021,4786558,1196639.5,1340420,1332179.5,1,GCF_006016765.1_ASM601676v2_genomic.fna
GCF_006019175.1,2021,4969982,1242495.5,1388486,1380245.5,2,GCF_006019175.1_ASM601917v2_genomic.fna
GCF_006026255.1,2021,4583372,1145843.0,1283891,1275650.5,1,GCF_006026255.1_ASM602625v2_genomic.fna
GCF_006027055.1,2021,4583372,1145843.0,1283895,1275654.5,1,GCF_006027055.1_ASM602705v2_genomic.fna
GCF_006090915.1,2021,4845604,1211401.0,1356428,1348187.5,1,GCF_006090915.1_ASM609091v2_genomic.fna
GCF_006098575.1,2021,4651096,1162774.0,1303012,1294771.5,2,GCF_006098575.1_ASM609857v2_genomic.fna
GCF_006199285.1,2021,4721400,1180350.0,1322930,1314689.5,1,GCF_006199285.1_ASM619928v2_genomic.fna
GCF_006199305.1,2021,4583521,1145880.25,1283894,1275653.5,1,GCF_006199305.1_ASM619930v2_genomic.fna
GCF_006315305.1,2021,4520275,1130068.75,1266316,1258075.5,1,GCF_006315305.1_ASM631530v2_genomic.fna
GCF_006344865.1,2021,4812014,1203003.5,1347029,1338788.5,1,GCF_006344865.1_ASM634486v2_genomic.fna
GCF_006461325.2,2021,5093312,1273328.0,1425696,1417455.5,2,GCF_006461325.2_ASM646132v2_genomic.fna
GCF_006518555.1,2021,4804097,1201024.25,1345633,1337392.5,1,GCF_006518555.1_ASM651855v2_genomic.fna
GCF_006519455.1,2021,4744898,1186224.5,1329085,1320844.5,1,GCF_006519455.1_ASM651945v2_genomic.fna
GCF_006520715.1,2021,4765651,1191412.75,1333976,1325735.5,1,GCF_006520715.1_ASM652071v2_genomic.fna
GCF_006651425.1,2021,4786239,1196559.75,1336966,1328725.5,2,GCF_006651425.1_ASM665142v2_genomic.fna
GCF_006651685.1,2021,4733388,1183347.0,1324867,1316626.5,1,GCF_006651685.1_ASM665168v2_genomic.fna
GCF_006846945.1,2021,4611122,1152780.5,1291497,1283256.5,1,GCF_006846945.1_ASM684694v2_genomic.fna
GCF_006849305.1,2021,4907209,1226802.25,1368243,1360002.5,2,GCF_006849305.1_ASM684930v2_genomic.fna
GCF_006858285.1,2021,4612973,1153243.25,1291405,1283164.5,1,GCF_006858285.1_ASM685828v2_genomic.fna
GCF_006868345.1,2021,4723925,1180981.25,1316721,1308480.5,3,GCF_006868345.1_ASM686834v2_genomic.fna
GCF_006868405.1,2021,4983948,1245987.0,1395399,1387158.5,3,GCF_006868405.1_ASM686840v2_genomic.fna
GCF_006868905.1,2021,4678982,1169745.5,1310153,1301912.5,1,GCF_006868905.1_ASM686890v2_genomic.fna
GCF_006869965.1,2021,5039280,1259820.0,1411623,1403382.5,2,GCF_006869965.1_ASM686996v2_genomic.fna
GCF_006870005.1,2021,4911611,1227902.75,1375726,1367485.5,1,GCF_006870005.1_ASM687000v2_genomic.fna
GCF_006873825.1,2021,4900955,1225238.75,1372779,1364538.5,1,GCF_006873825.1_ASM687382v2_genomic.fna
GCF_006912375.1,2021,4717999,1179499.75,1320220,1311979.5,1,GCF_006912375.1_ASM691237v2_genomic.fna
GCF_006914355.1,2021,4931266,1232816.5,1380146,1371905.5,2,GCF_006914355.1_ASM691435v2_genomic.fna
GCF_006948385.1,2021,5102196,1275549.0,1429284,1421043.5,2,GCF_006948385.1_ASM694838v2_genomic.fna
GCF_006949085.1,2021,5153026,1288256.5,1443511,1435270.5,2,GCF_006949085.1_ASM694908v2_genomic.fna
GCF_006949785.1,2021,4953816,1238454.0,1387160,1378919.5,1,GCF_006949785.1_ASM694978v2_genomic.fna
GCF_007040365.1,2021,4851336,1212834.0,1358627,1350386.5,1,GCF_007040365.1_ASM704036v2_genomic.fna
GCF_007040405.1,2021,4735681,1183920.25,1326507,1318266.5,1,GCF_007040405.1_ASM704040v2_genomic.fna
GCF_014394985.2,2021,5024703,1256175.75,1406233,1397992.5,1,GCF_014394985.2_ASM1439498v2_genomic.fna
GCF_014805785.2,2021,5024881,1256220.25,1406273,1398032.5,1,GCF_014805785.2_ASM1480578v2_genomic.fna
GCF_014840915.2,2021,5024881,1256220.25,1406263,1398022.5,1,GCF_014840915.2_ASM1484091v2_genomic.fna
GCF_016638525.1,2021,4964094,1241023.5,1390248,1382007.5,2,GCF_016638525.1_ASM1663852v1_genomic.fna
GCF_016638585.1,2021,4617729,1154432.25,1291753,1283512.5,2,GCF_016638585.1_ASM1663858v1_genomic.fna
GCF_016839205.1,2021,4903161,1225790.25,1373503,1365262.5,3,GCF_016839205.1_ASM1683920v1_genomic.fna
GCF_016864495.1,2021,5005443,1251360.75,1401925,1393684.5,3,GCF_016864495.1_ASM1686449v1_genomic.fna
GCF_016864955.1,2021,4691273,1172818.25,1312663,1304422.5,1,GCF_016864955.1_ASM1686495v1_genomic.fna
GCF_016889645.1,2021,4804092,1201023.0,1343326,1335085.5,2,GCF_016889645.1_ASM1688964v1_genomic.fna
GCF_016903075.1,2021,4859543,1214885.75,1359336,1351095.5,1,GCF_016903075.1_ASM1690307v1_genomic.fna
GCF_016952595.1,2021,4995795,1248948.75,1395278,1387037.5,3,GCF_016952595.1_ASM1695259v1_genomic.fna
GCF_017094605.1,2021,4862477,1215619.25,1361667,1353426.5,1,GCF_017094605.1_ASM1709460v1_genomic.fna
GCF_017893505.1,2021,4890294,1222573.5,1368964,1360723.5,2,GCF_017893505.1_ASM1789350v1_genomic.fna
GCF_017893625.1,2021,4890146,1222536.5,1368947,1360706.5,2,GCF_017893625.1_ASM1789362v1_genomic.fna
GCF_018310415.1,2021,4951813,1237953.25,1386781,1378540.5,2,GCF_018310415.1_ASM1831041v1_genomic.fna
GCF_018310435.1,2021,4951966,1237991.5,1386823,1378582.5,2,GCF_018310435.1_ASM1831043v1_genomic.fna
GCF_018310455.1,2021,4952047,1238011.75,1386874,1378633.5,2,GCF_018310455.1_ASM1831045v1_genomic.fna
GCF_018326605.1,2021,4951383,1237845.75,1386516,1378275.5,2,GCF_018326605.1_ASM1832660v1_genomic.fna
GCF_018336435.1,2021,4846296,1211574.0,1356619,1348378.5,2,GCF_018336435.1_ASM1833643v1_genomic.fna
GCF_018340585.1,2021,4676102,1169025.5,1309741,1301500.5,3,GCF_018340585.1_ASM1834058v1_genomic.fna
GCF_018460045.1,2021,5282580,1320645.0,1477961,1469720.5,2,GCF_018460045.1_ASM1846004v1_genomic.fna
GCF_019063905.1,2021,4988715,1247178.75,1396517,1388276.5,3,GCF_019063905.1_ASM1906390v1_genomic.fna
GCF_019222725.1,2021,4898223,1224555.75,1371740,1363499.5,1,GCF_019222725.1_ASM1922272v1_genomic.fna
GCF_019334505.1,2021,4402954,1100738.5,1233545,1225304.5,1,GCF_019334505.1_ASM1933450v1_genomic.fna
GCF_019339425.1,2021,5081513,1270378.25,1423809,1415568.5,1,GCF_019339425.1_ASM1933942v1_genomic.fna
GCF_019339445.1,2021,5045976,1261494.0,1413095,1404854.5,1,GCF_019339445.1_ASM1933944v1_genomic.fna
GCF_019339465.1,2021,4970704,1242676.0,1391840,1383599.5,1,GCF_019339465.1_ASM1933946v1_genomic.fna
GCF_019339485.1,2021,4786296,1196574.0,1340504,1332263.5,1,GCF_019339485.1_ASM1933948v1_genomic.fna
GCF_019426245.1,2021,4788855,1197213.75,1341621,1333380.5,2,GCF_019426245.1_ASM1942624v1_genomic.fna
GCF_019428465.1,2021,4829815,1207453.75,1352942,1344701.5,4,GCF_019428465.1_ASM1942846v1_genomic.fna
GCF_019468645.1,2021,5314723,1328680.75,1489002,1480761.5,5,GCF_019468645.1_ASM1946864v1_genomic.fna
GCF_019469485.1,2021,4928262,1232065.5,1379668,1371427.5,1,GCF_019469485.1_ASM1946948v1_genomic.fna
GCF_019645915.1,2021,4774014,1193503.5,1337282,1329041.5,1,GCF_019645915.1_ASM1964591v1_genomic.fna
GCF_019670145.1,2021,4995025,1248756.25,1398917,1390676.5,1,GCF_019670145.1_ASM1967014v1_genomic.fna
GCF_019670165.1,2021,4998784,1249696.0,1399826,1391585.5,1,GCF_019670165.1_ASM1967016v1_genomic.fna
GCF_019670185.1,2021,4957303,1239325.75,1388442,1380201.5,1,GCF_019670185.1_ASM1967018v1_genomic.fna
GCF_019670205.1,2021,4968591,1242147.75,1391383,1383142.5,1,GCF_019670205.1_ASM1967020v1_genomic.fna
GCF_019670225.1,2021,4926461,1231615.25,1379554,1371313.5,2,GCF_019670225.1_ASM1967022v1_genomic.fna
GCF_019670245.1,2021,4991332,1247833.0,1397586,1389345.5,5,GCF_019670245.1_ASM1967024v1_genomic.fna
GCF_019670265.1,2021,4916924,1229231.0,1376764,1368523.5,1,GCF_019670265.1_ASM1967026v1_genomic.fna
GCF_019670285.1,2021,5055996,1263999.0,1413915,1405674.5,3,GCF_019670285.1_ASM1967028v1_genomic.fna
GCF_019670305.1,2021,5015241,1253810.25,1403694,1395453.5,1,GCF_019670305.1_ASM1967030v1_genomic.fna
GCF_019670325.1,2021,5108121,1277030.25,1430922,1422681.5,2,GCF_019670325.1_ASM1967032v1_genomic.fna
GCF_019670345.1,2021,5055998,1263999.5,1414341,1406100.5,3,GCF_019670345.1_ASM1967034v1_genomic.fna
GCF_019670365.1,2021,5119309,1279827.25,1433580,1425339.5,2,GCF_019670365.1_ASM1967036v1_genomic.fna
GCF_019670385.1,2021,5145674,1286418.5,1439835,1431594.5,2,GCF_019670385.1_ASM1967038v1_genomic.fna
GCF_019670405.1,2021,5008096,1252024.0,1401682,1393441.5,2,GCF_019670405.1_ASM1967040v1_genomic.fna
GCF_019670425.1,2021,5146674,1286668.5,1440985,1432744.5,2,GCF_019670425.1_ASM1967042v1_genomic.fna
GCF_019670445.1,2021,5131562,1282890.5,1436743,1428502.5,2,GCF_019670445.1_ASM1967044v1_genomic.fna
GCF_019670465.1,2021,4957296,1239324.0,1388176,1379935.5,1,GCF_019670465.1_ASM1967046v1_genomic.fna
GCF_019710375.1,2021,4976071,1244017.75,1393318,1385077.5,2,GCF_019710375.1_ASM1971037v1_genomic.fna
GCF_019710395.2,2021,5019039,1254759.75,1403819,1395578.5,2,GCF_019710395.2_ASM1971039v3_genomic.fna
GCF_019797945.1,2021,4822755,1205688.75,1351357,1343116.5,2,GCF_019797945.1_ASM1979794v1_genomic.fna
GCF_019890995.1,2021,4857301,1214325.25,1360662,1352421.5,3,GCF_019890995.1_ASM1989099v1_genomic.fna
GCF_019931635.1,2021,4739359,1184839.75,1327678,1319437.5,2,GCF_019931635.1_ASM1993163v1_genomic.fna
GCF_019967915.1,2021,5542871,1385717.75,1542030,1533789.5,7,GCF_019967915.1_ASM1996791v1_genomic.fna
GCF_019969195.1,2021,4867588,1216897.0,1360037,1351796.5,2,GCF_019969195.1_ASM1996919v1_genomic.fna
GCF_019969235.1,2021,5091026,1272756.5,1425593,1417352.5,2,GCF_019969235.1_ASM1996923v1_genomic.fna
GCF_019969255.1,2021,4928267,1232066.75,1378184,1369943.5,2,GCF_019969255.1_ASM1996925v1_genomic.fna
GCF_020023795.1,2021,4768957,1192239.25,1336668,1328427.5,3,GCF_020023795.1_ASM2002379v1_genomic.fna
GCF_020410865.1,2021,4738786,1184696.5,1327642,1319401.5,2,GCF_020410865.1_ASM2041086v1_genomic.fna
GCF_020691705.1,2021,5103835,1275958.75,1423644,1415403.5,3,GCF_020691705.1_ASM2069170v1_genomic.fna
GCF_020691725.1,2021,5106141,1276535.25,1429145,1420904.5,5,GCF_020691725.1_ASM2069172v1_genomic.fna
GCF_020714645.1,2021,4713645,1178411.25,1320341,1312100.5,1,GCF_020714645.1_ASM2071464v1_genomic.fna
GCF_020714685.1,2021,4790182,1197545.5,1342139,1333898.5,1,GCF_020714685.1_ASM2071468v1_genomic.fna
GCF_020714705.1,2021,4749489,1187372.25,1330805,1322564.5,1,GCF_020714705.1_ASM2071470v1_genomic.fna
GCF_020714725.1,2021,4713627,1178406.75,1320181,1311940.5,1,GCF_020714725.1_ASM2071472v1_genomic.fna
GCF_020714745.1,2021,4679172,1169793.0,1310685,1302444.5,1,GCF_020714745.1_ASM2071474v1_genomic.fna
GCF_020714765.1,2021,4679287,1169821.75,1310727,1302486.5,1,GCF_020714765.1_ASM2071476v1_genomic.fna
GCF_020714785.1,2021,4679376,1169844.0,1310678,1302437.5,1,GCF_020714785.1_ASM2071478v1_genomic.fna
GCF_020714805.1,2021,4713617,1178404.25,1320497,1312256.5,1,GCF_020714805.1_ASM2071480v1_genomic.fna
GCF_020714825.1,2021,4750314,1187578.5,1331094,1322853.5,1,GCF_020714825.1_ASM2071482v1_genomic.fna
GCF_020714845.1,2021,4715683,1178920.75,1321121,1312880.5,1,GCF_020714845.1_ASM2071484v1_genomic.fna
GCF_020714865.1,2021,4713690,1178422.5,1320396,1312155.5,1,GCF_020714865.1_ASM2071486v1_genomic.fna
GCF_020714885.1,2021,4749459,1187364.75,1330701,1322460.5,1,GCF_020714885.1_ASM2071488v1_genomic.fna
GCF_020714905.1,2021,4712297,1178074.25,1320117,1311876.5,1,GCF_020714905.1_ASM2071490v1_genomic.fna
GCF_020714925.1,2021,4713683,1178420.75,1320496,1312255.5,1,GCF_020714925.1_ASM2071492v1_genomic.fna
GCF_020715045.1,2021,4712346,1178086.5,1320159,1311918.5,1,GCF_020715045.1_ASM2071504v1_genomic.fna
GCF_020715165.1,2021,4713682,1178420.5,1320475,1312234.5,1,GCF_020715165.1_ASM2071516v1_genomic.fna
GCF_020715225.1,2021,4711483,1177870.75,1319784,1311543.5,1,GCF_020715225.1_ASM2071522v1_genomic.fna
GCF_020715265.1,2021,4713643,1178410.75,1320446,1312205.5,1,GCF_020715265.1_ASM2071526v1_genomic.fna
GCF_020715285.1,2021,4711493,1177873.25,1319785,1311544.5,1,GCF_020715285.1_ASM2071528v1_genomic.fna
GCF_020715305.1,2021,4713493,1178373.25,1320453,1312212.5,1,GCF_020715305.1_ASM2071530v1_genomic.fna
GCF_020715325.1,2021,4713509,1178377.25,1320261,1312020.5,1,GCF_020715325.1_ASM2071532v1_genomic.fna
GCF_020715345.1,2021,4791720,1197930.0,1342343,1334102.5,1,GCF_020715345.1_ASM2071534v1_genomic.fna
GCF_020715365.1,2021,4790278,1197569.5,1341970,1333729.5,1,GCF_020715365.1_ASM2071536v1_genomic.fna
GCF_020715385.1,2021,4713725,1178431.25,1320525,1312284.5,1,GCF_020715385.1_ASM2071538v1_genomic.fna
GCF_020715405.1,2021,4713759,1178439.75,1320532,1312291.5,1,GCF_020715405.1_ASM2071540v1_genomic.fna
GCF_020715425.1,2021,4711503,1177875.75,1319768,1311527.5,1,GCF_020715425.1_ASM2071542v1_genomic.fna
GCF_020715445.1,2021,4874281,1218570.25,1365572,1357331.5,1,GCF_020715445.1_ASM2071544v1_genomic.fna
GCF_020715465.1,2021,4711668,1177917.0,1319803,1311562.5,1,GCF_020715465.1_ASM2071546v1_genomic.fna
GCF_020715485.1,2021,4874189,1218547.25,1365364,1357123.5,1,GCF_020715485.1_ASM2071548v1_genomic.fna
GCF_020715505.1,2021,4713642,1178410.5,1320488,1312247.5,1,GCF_020715505.1_ASM2071550v1_genomic.fna
GCF_020715525.1,2021,4688408,1172102.0,1312633,1304392.5,1,GCF_020715525.1_ASM2071552v1_genomic.fna
GCF_020715545.1,2021,4679279,1169819.75,1310841,1302600.5,1,GCF_020715545.1_ASM2071554v1_genomic.fna
GCF_020716645.1,2021,4713711,1178427.75,1320384,1312143.5,1,GCF_020716645.1_ASM2071664v1_genomic.fna
GCF_020736305.1,2021,5023097,1255774.25,1406359,1398118.5,3,GCF_020736305.1_ASM2073630v1_genomic.fna
GCF_020736325.1,2021,5016201,1254050.25,1404973,1396732.5,3,GCF_020736325.1_ASM2073632v1_genomic.fna
GCF_020736345.1,2021,5131948,1282987.0,1437156,1428915.5,2,GCF_020736345.1_ASM2073634v1_genomic.fna
GCF_020783475.1,2021,4983099,1245774.75,1395287,1387046.5,1,GCF_020783475.1_ASM2078347v1_genomic.fna
GCF_021183525.1,2021,5054985,1263746.25,1413451,1405210.5,2,GCF_021183525.1_ASM2118352v1_genomic.fna
GCF_021183545.1,2021,5238821,1309705.25,1467734,1459493.5,2,GCF_021183545.1_ASM2118354v1_genomic.fna
GCF_021228955.1,2021,4744270,1186067.5,1326836,1318595.5,2,GCF_021228955.1_ASM2122895v1_genomic.fna
GCF_021266225.1,2021,4838525,1209631.25,1354964,1346723.5,1,GCF_021266225.1_ASM2126622v1_genomic.fna
GCF_021266245.1,2021,4837844,1209461.0,1354343,1346102.5,1,GCF_021266245.1_ASM2126624v1_genomic.fna
GCF_021266265.1,2021,4836593,1209148.25,1354197,1345956.5,1,GCF_021266265.1_ASM2126626v1_genomic.fna
GCF_021266285.1,2021,4822417,1205604.25,1350367,1342126.5,1,GCF_021266285.1_ASM2126628v1_genomic.fna
GCF_021266305.1,2021,4834370,1208592.5,1353827,1345586.5,1,GCF_021266305.1_ASM2126630v1_genomic.fna
GCF_021266345.1,2021,4837091,1209272.75,1354269,1346028.5,1,GCF_021266345.1_ASM2126634v1_genomic.fna
GCF_021266365.1,2021,4884180,1221045.0,1367396,1359155.5,1,GCF_021266365.1_ASM2126636v1_genomic.fna
GCF_021266405.1,2021,4823610,1205902.5,1350561,1342320.5,1,GCF_021266405.1_ASM2126640v1_genomic.fna
GCF_021266425.1,2021,4837742,1209435.5,1354356,1346115.5,1,GCF_021266425.1_ASM2126642v1_genomic.fna
GCF_021266445.1,2021,4837105,1209276.25,1354206,1345965.5,1,GCF_021266445.1_ASM2126644v1_genomic.fna
GCF_907163145.1,2021,5237669,1309417.25,1461982,1453741.5,2,GCF_907163145.1_AUSMDU00027944_genomic.fna
GCF_907163175.1,2021,5231618,1307904.5,1459863,1451622.5,2,GCF_907163175.1_AUSMDU00004549_genomic.fna
GCF_907163195.1,2021,5232853,1308213.25,1464825,1456584.5,6,GCF_907163195.1_AUSMDU00027951_genomic.fna
GCF_907163245.1,2021,5004181,1251045.25,1401405,1393164.5,3,GCF_907163245.1_AUSMDU00007171_genomic.fna
GCA_004185015.2,2022,5014929,1253732.25,1404243,1396002.5,3,GCA_004185015.2_ASM418501v2_genomic.fna
GCA_004323995.2,2022,5252019,1313004.75,1469666,1461425.5,2,GCA_004323995.2_ASM432399v2_genomic.fna
GCA_004324015.2,2022,5174582,1293645.5,1445359,1437118.5,2,GCA_004324015.2_ASM432401v2_genomic.fna
GCA_004324025.2,2022,5205376,1301344.0,1457900,1449659.5,4,GCA_004324025.2_ASM432402v2_genomic.fna
GCA_004324035.2,2022,5023121,1255780.25,1406017,1397776.5,2,GCA_004324035.2_ASM432403v2_genomic.fna
GCA_004324045.2,2022,5204357,1301089.25,1457677,1449436.5,2,GCA_004324045.2_ASM432404v2_genomic.fna
GCA_004324095.2,2022,5215085,1303771.25,1460232,1451991.5,2,GCA_004324095.2_ASM432409v2_genomic.fna
GCA_004324115.2,2022,5266448,1316612.0,1473886,1465645.5,2,GCA_004324115.2_ASM432411v2_genomic.fna
GCA_004324125.2,2022,5245032,1311258.0,1467923,1459682.5,2,GCA_004324125.2_ASM432412v2_genomic.fna
GCA_004324135.2,2022,5210295,1302573.75,1458903,1450662.5,2,GCA_004324135.2_ASM432413v2_genomic.fna
GCA_004324145.2,2022,5241325,1310331.25,1466954,1458713.5,3,GCA_004324145.2_ASM432414v2_genomic.fna
GCA_004324245.2,2022,5246549,1311637.25,1468076,1459835.5,2,GCA_004324245.2_ASM432424v2_genomic.fna
GCA_004324275.2,2022,5239563,1309890.75,1466220,1457979.5,2,GCA_004324275.2_ASM432427v2_genomic.fna
GCA_004324315.2,2022,5253384,1313346.0,1470141,1461900.5,2,GCA_004324315.2_ASM432431v2_genomic.fna
GCA_004337735.2,2022,5224177,1306044.25,1462059,1453818.5,3,GCA_004337735.2_ASM433773v2_genomic.fna
GCA_004337745.2,2022,5335853,1333963.25,1493377,1485136.5,3,GCA_004337745.2_ASM433774v2_genomic.fna
GCA_005473655.2,2022,4680815,1170203.75,1311147,1302906.5,2,GCA_005473655.2_ASM547365v2_genomic.fna
GCA_005498665.2,2022,4775722,1193930.5,1337902,1329661.5,3,GCA_005498665.2_ASM549866v2_genomic.fna
GCA_005585955.2,2022,4767759,1191939.75,1334622,1326381.5,2,GCA_005585955.2_ASM558595v2_genomic.fna
GCA_005741405.2,2022,5082785,1270696.25,1422602,1414361.5,3,GCA_005741405.2_ASM574140v2_genomic.fna
GCA_005904905.2,2022,4887846,1221961.5,1368011,1359770.5,3,GCA_005904905.2_ASM590490v2_genomic.fna
GCA_005965665.2,2022,4730499,1182624.75,1324528,1316287.5,5,GCA_005965665.2_ASM596566v2_genomic.fna
GCA_006070955.2,2022,4777769,1194442.25,1338417,1330176.5,3,GCA_006070955.2_ASM607095v2_genomic.fna
GCA_006124375.2,2022,4805332,1201333.0,1344929,1336688.5,7,GCA_006124375.2_ASM612437v2_genomic.fna
GCA_006159245.2,2022,4778094,1194523.5,1338395,1330154.5,3,GCA_006159245.2_ASM615924v2_genomic.fna
GCA_006162645.2,2022,4864698,1216174.5,1362825,1354584.5,4,GCA_006162645.2_ASM616264v2_genomic.fna
GCA_006285055.2,2022,4908883,1227220.75,1374022,1365781.5,5,GCA_006285055.2_ASM628505v2_genomic.fna
GCA_006298065.2,2022,4847253,1211813.25,1356591,1348350.5,4,GCA_006298065.2_ASM629806v2_genomic.fna
GCA_006320625.2,2022,4775081,1193770.25,1336721,1328480.5,3,GCA_006320625.2_ASM632062v2_genomic.fna
GCA_006665485.2,2022,5094232,1273558.0,1425651,1417410.5,3,GCA_006665485.2_ASM666548v2_genomic.fna
GCA_006703045.2,2022,5181013,1295253.25,1450086,1441845.5,4,GCA_006703045.2_ASM670304v2_genomic.fna
GCA_006899445.2,2022,4807169,1201792.25,1346129,1337888.5,4,GCA_006899445.2_ASM689944v2_genomic.fna
